id,time,mag,magType,cdi,place,status,latitude,longitude,depth,date,lat/lon,nearby_wells,num_wells,year_month,year_month_day,nearby_eqs,eq_class
us100031t5,1439439325990,3.1,mwr,3.4,"5 km W of Lucien, Oklahoma",reviewed,36.2783,-97.5198,5.4,2015-08-13 04:15:25.990,"36.2783,-97.5198","[3504724485, 3504724404, 3504724338, 3504724219, 3508322776, 3510322731, 3504724590, 3508324008, 3508324009, 3510324315, 3504724611, 3504724620, 3504724621, 3504724622, 3504724652, 3504724668, 3504724579, 3508324166, 3510324542, 3504724848, 3504724818, 3504724761, 3504724729, 3508324300, 3508324185, 3510324615]",26,2015-08,2015-08-13,0,shock
us1000ddik,1522742821000,3.1,ml,,"10 km SE of Marshall, Oklahoma",reviewed,36.0865,-97.5442,6.283,2018-04-03 08:07:01.000,"36.0865,-97.5442","[3504724485, 3508323957, 3508322776, 3510322731, 3504724590, 3511923904, 3508323978, 3508323988, 3508323996, 3508324008, 3508324009, 3508324011, 3508323968, 3508323421, 3507324764, 3510324315, 3504724668, 3508323999, 3508324030, 3508324049, 3508324062, 3508324166, 3508324122, 3508324095, 3508324069, 3511923968, 3504724833, 3504724761, 3507324980, 3507324957, 3508324300, 3508324290, 3508324270, 3508324185, 3508324172]",35,2018-04,2018-04-03,0,shock
us60003sf2,1558875247890,3.1,mb_lg,3.1,"8 km ESE of Jefferson, Oklahoma",reviewed,36.7,-97.6962,5.0,2019-05-26 12:54:07.890,"36.7,-97.6962","[3504724516, 3504724444, 3505322795, 3505322783, 3505322771, 3505322687, 3505322799, 3505322844, 3505322820, 3505300208, 3505322933, 3505322947, 3505322959, 3505322992, 3505322996, 3505323011, 3505323061, 3505323062, 3505323068, 3505323082, 3505323084, 3505323115, 3505323030, 3505322904, 3505322892, 3504724625, 3505323102, 3505323177, 3505323252, 3505323245, 3505323241, 3505322665, 3505323327, 3505323322, 3504724879]",35,2019-05,2019-05-26,0,shock
us10002mei,1435531105400,3.1,ml,,"2 km SW of Pawnee, Oklahoma",reviewed,36.3203,-96.8228,3.41,2015-06-28 22:38:25.400,"36.3203,-96.8228","[3511700179, 3511704379, 3511720132, 3511701087, 3511722524, 3511723400, 3511723372, 3511722902, 3511722733, 3511722662, 3511722656, 3511722565, 3511722558, 3511723371, 3511723351, 3511723382, 3511923895, 3511723499, 3511723470, 3511723458, 3511723449, 3511723454, 3510324349, 3511923981, 3511924033, 3511924041, 3511924063, 3511723526, 3511723446, 3511723581, 3511723508, 3511723624]",32,2015-06,2015-06-28,0,shock
us20004h8c,1450141668900,3.1,ml,2.5,"2 km ESE of Nescatunga, Oklahoma",reviewed,36.7462,-98.127,6.32,2015-12-15 01:07:48.900,"36.7462,-98.12700000000001","[3505322791, 3505322796, 3505322591, 3505322487, 3505322901, 3505322836, 3505322824, 3505322073, 3505321839, 3500322131, 3500321897, 3500321848, 3500321840, 3505322928, 3505322940, 3505322963, 3505322987, 3505322923, 3505323049, 3505322892, 3500322183, 3500322158, 3500322212, 3500322228, 3500322418, 3500322355, 3500322426, 3500322409, 3500322370, 3500322524, 3500322540, 3500322551, 3500322737, 3500322722, 3500322651, 3500322560, 3500323099, 3500323033, 3500322908, 3500322761, 3505323402]",41,2015-12,2015-12-15,0,shock
us10005fsu,1462666171100,3.1,mwr,2.7,"8 km W of Deer Creek, Oklahoma",reviewed,36.8167,-97.6182,6.144,2016-05-08 00:09:31.100,"36.8167,-97.6182","[3505322783, 3505322722, 3505322454, 3505322687, 3505322799, 3505322844, 3505322820, 3505322209, 3505322926, 3505322933, 3505322949, 3505322992, 3505323050, 3505323061, 3505323062, 3505323068, 3505323082, 3505323084, 3505323085, 3505323095, 3505323115, 3505323155, 3505323102, 3505323177, 3505323245, 3505323209, 3505322665, 3505323220]",28,2016-05,2016-05-08,0,shock
usc000svu9,1415537744700,3.1,ml,3.1,"2 km ESE of Perry, Oklahoma",reviewed,36.2761,-97.2619,7.026,2014-11-09 12:55:44.700,"36.2761,-97.2619","[3508322776, 3510324300, 3510322731, 3510324277, 3510324314, 3510324315, 3510324337, 3510324339, 3510324361, 3510324378, 3510324448, 3504724620, 3504724668, 3511923982, 3510324488, 3510324455, 3510324450, 3510324497, 3510324531, 3510324542, 3510324539, 3504724848, 3510324639, 3510324630, 3510324615, 3510324594, 3510324610, 3511924319, 3511924150, 3511924149]",30,2014-11,2014-11-09,0,shock
us20002mqr,1433681766900,3.1,ml,2.7,"2 km NE of Renfrow, Oklahoma",reviewed,36.944,-97.6353,6.509,2015-06-07 12:56:06.900,"36.944,-97.6353","[3505322786, 3505322783, 3505322764, 3505322722, 3505322454, 3505322799, 3505322209, 3505322926, 3505322949, 3505323050, 3505323061, 3505323084, 3505323085, 3505323095, 3505323155, 3505323245, 3505323209, 3505323364, 3505323220, 3505323417]",20,2015-06,2015-06-07,0,shock
us100041dk,1448499362500,3.1,mwr,2.0,"12 km NE of Wakita, Oklahoma",reviewed,36.9459,-97.8108,4.784,2015-11-26 00:56:02.500,"36.9459,-97.8108","[3505322791, 3505322786, 3505322764, 3505322763, 3505322796, 3505322722, 3505322799, 3505322844, 3505322835, 3505322820, 3505322926, 3505322933, 3505322949, 3505323050, 3505323061, 3505323082, 3505323085, 3505323095, 3505323115, 3505323253, 3505323245, 3505323209, 3505323364, 3505323220, 3505323417]",25,2015-11,2015-11-26,0,shock
us10006tqu,1475130295000,3.1,ml,2.7,"10 km NE of Morrison, Oklahoma",reviewed,36.3761,-96.94,5.926,2016-09-29 06:24:55.000,"36.3761,-96.94","[3511700179, 3511704379, 3511720132, 3511701087, 3510324285, 3510324274, 3511722524, 3511723372, 3511722902, 3511722733, 3511722656, 3511722565, 3511722558, 3511723371, 3511723382, 3511723499, 3511723470, 3511723458, 3511723454, 3510324337, 3510324339, 3510324349, 3511924033, 3511924041, 3511924063, 3510324450, 3511723581, 3511723624]",28,2016-09,2016-09-29,1,parent
usc000twql,1425898137000,3.1,mwr,3.4,"6 km S of Guthrie, Oklahoma",reviewed,35.8206,-97.4384,4.897,2015-03-09 10:48:57.000,"35.8206,-97.4384","[3508323772, 3508323910, 3508323943, 3510900109, 3510920163, 3510921994, 3508324011, 3508323421, 3508324026, 3508323995, 3508324030, 3508324032, 3508324112, 3508324290, 3508324160, 3510922126]",16,2015-03,2015-03-09,0,shock
us100041es,1448514397200,3.1,ml,3.1,"3 km SW of Fairmont, Oklahoma",reviewed,36.3316,-97.7259,5.438,2015-11-26 05:06:37.200,"36.3316,-97.7259","[3504724404, 3504724338, 3504724219, 3504724507, 3504724534, 3504724549, 3504724553, 3504724590, 3504724621, 3504724652, 3504724579, 3504724903, 3504724873, 3504724833, 3504724818, 3504724776, 3504724774, 3504724761, 3504724729]",19,2015-11,2015-11-26,1,parent
us10006ml1,1473215210500,3.1,mwr,5.0,"14 km NW of Pawnee, Oklahoma",reviewed,36.4326,-96.908,4.444,2016-09-07 02:26:50.500,"36.4326,-96.90799999999999","[3511700179, 3511704379, 3511701087, 3510324285, 3510324274, 3511722524, 3511723372, 3511722902, 3511722733, 3511722656, 3511722565, 3511722558, 3511723382, 3511723499, 3511723470, 3511723458, 3511723454, 3510324337, 3510324349, 3510324350, 3510324450, 3510324435, 3510324424, 3511723581, 3511723624]",25,2016-09,2016-09-07,0,shock
us1000bu9g,1513843526300,3.1,ml,3.8,"6 km SSW of Langston, Oklahoma",reviewed,35.8917,-97.2867,6.9460000000000015,2017-12-21 08:05:26.300,"35.8917,-97.2867","[3508121324, 3508123785, 3508123680, 3508123631, 3508323652, 3508323634, 3508323589, 3508323704, 3508323586, 3508323524, 3508323492, 3508323468, 3508323458, 3508323451, 3508323545, 3508323772, 3508323426, 3510920163, 3511920381, 3511923858, 3511923781, 3511923717, 3511923700, 3511923684, 3511923642, 3511923904, 3508323993, 3508324032, 3508324069, 3511923986, 3511924012, 3508124145, 3508324290, 3508324172, 3508324160, 3511924220]",36,2017-12,2017-12-21,0,shock
us10001mh8,1426396204200,3.1,ml,2.0,"2 km SSE of Perry, Oklahoma",reviewed,36.2641,-97.2792,5.4220000000000015,2015-03-15 05:10:04.200,"36.2641,-97.2792","[3508322776, 3510324300, 3510322731, 3510324277, 3510324314, 3510324315, 3510324337, 3510324339, 3510324361, 3510324378, 3510324448, 3504724620, 3504724668, 3511923968, 3511923982, 3510324488, 3510324455, 3510324450, 3510324497, 3510324531, 3510324542, 3510324539, 3504724848, 3510324639, 3510324630, 3510324615, 3510324594, 3510324610, 3511924319, 3511924150, 3511924149]",31,2015-03,2015-03-15,0,shock
us10002mej,1435505810700,3.1,ml,1.0,"9 km SSE of Marshall, Oklahoma",reviewed,36.0789,-97.5853,5.642,2015-06-28 15:36:50.700,"36.0789,-97.5853","[3504724485, 3508323910, 3508323957, 3508322776, 3510322731, 3504724590, 3508323978, 3508323988, 3508323996, 3508324008, 3508324009, 3508324011, 3508323968, 3508323421, 3507324764, 3508323999, 3508324030, 3508324049, 3508324062, 3508324166, 3508324122, 3508324095, 3508324069, 3504724833, 3507324980, 3507324957, 3507324938, 3508324300, 3508324270, 3508324185, 3508324172]",31,2015-06,2015-06-28,0,shock
us20002ylf,1437363204000,3.1,ml,4.3,"2 km ESE of Wakita, Oklahoma",reviewed,36.8713,-97.895,3.961,2015-07-20 03:33:24.000,"36.8713,-97.895","[3505322795, 3505322791, 3505322786, 3505322764, 3505322763, 3505322796, 3505322722, 3505322799, 3505322816, 3505322815, 3505322844, 3505322836, 3505322835, 3505322820, 3505322073, 3505321839, 3505322926, 3505322928, 3505322933, 3505322940, 3505322949, 3505322959, 3505322987, 3505322992, 3505322996, 3505322923, 3505323050, 3505323062, 3505323068, 3505323082, 3505323115, 3505322892, 3505323253, 3505323252, 3505323245, 3505323364, 3505323220, 3505323417]",38,2015-07,2015-07-20,0,shock
us10006iuc,1472583400600,3.1,ml,3.1,"8 km ESE of Pond Creek, Oklahoma",reviewed,36.6502,-97.7088,7.254,2016-08-30 18:56:40.600,"36.6502,-97.7088","[3504724516, 3504724444, 3505322795, 3505322783, 3505322771, 3505322844, 3505322820, 3505300208, 3504724534, 3504724547, 3505322933, 3505322947, 3505322959, 3505322992, 3505322996, 3505323011, 3505323062, 3505323068, 3505323082, 3505323030, 3505322904, 3504724625, 3505323102, 3505323177, 3505323252, 3505323241, 3505322665, 3504724849, 3504724774, 3505323327, 3505323322, 3504724926, 3504724879]",33,2016-08,2016-08-30,0,shock
us100034bm,1440337987660,3.1,mb_lg,,"5 km W of Lucien, Oklahoma",reviewed,36.282,-97.511,3.55,2015-08-23 13:53:07.660,"36.282,-97.51100000000001","[3504724485, 3504724404, 3504724338, 3504724219, 3508322776, 3510322731, 3504724590, 3508324008, 3508324009, 3510324315, 3504724611, 3504724620, 3504724621, 3504724622, 3504724652, 3504724668, 3504724579, 3508324166, 3510324542, 3504724848, 3504724818, 3504724761, 3504724729, 3508324300, 3510324615]",25,2015-08,2015-08-23,0,shock
us100034nd,1440473689300,3.1,ml,3.8,"7 km WNW of Perkins, Oklahoma",reviewed,36.0024,-97.1037,2.442,2015-08-25 03:34:49.300,"36.0024,-97.1037","[3508121324, 3508123785, 3508123433, 3508123680, 3508123655, 3508323589, 3508323704, 3508323586, 3508323492, 3508323468, 3508323458, 3508323451, 3508323426, 3511922920, 3511922725, 3511920381, 3511922941, 3511923866, 3511923858, 3511923881, 3511923781, 3511923740, 3511923717, 3511923700, 3511923684, 3511923642, 3511923007, 3511901017, 3511923974, 3511923925, 3511923912, 3511923896, 3511923898, 3508124103, 3508323993, 3511923976, 3511923986, 3511924012, 3511924020, 3511924035, 3510324497, 3508124145, 3511924319, 3511924274, 3511924265, 3511924260, 3511924210, 3511924184, 3511924183, 3511924158, 3511924149, 3511924095, 3511924093, 3511924056, 3511924029]",55,2015-08,2015-08-25,0,shock
us1000363i,1440915370300,3.1,ml,3.4,"6 km N of Quinlan, Oklahoma",reviewed,36.5111,-99.0493,0.8759999999999999,2015-08-30 06:16:10.300,"36.5111,-99.0493",[3515323010],1,2015-08,2015-08-30,0,shock
us20006hb8,1469403366900,3.1,ml,2.7,"17 km SE of Waynoka, Oklahoma",reviewed,36.4513,-98.7711,7.745,2016-07-24 23:36:06.900,"36.4513,-98.7711","[3509323212, 3515123752]",2,2016-07,2016-07-24,0,shock
us20006grn,1469193415600,3.1,ml,3.4,"2 km WSW of Deer Creek, Oklahoma",reviewed,36.7926,-97.5467,7.002999999999999,2016-07-22 13:16:55.600,"36.7926,-97.5467","[3507124386, 3505322783, 3505322454, 3505322687, 3505322799, 3505322820, 3505300208, 3507101855, 3505322209, 3505322933, 3505323061, 3505323068, 3505323084, 3505323085, 3505323155, 3507124576, 3505323102, 3505323177, 3505323209, 3505322665]",20,2016-07,2016-07-22,0,shock
usb000snea,1413550314900,3.1,ml,2.0,"6 km N of Quinlan, Oklahoma",reviewed,36.5098,-99.0321,5.0,2014-10-17 12:51:54.900,"36.5098,-99.0321",[3515323010],1,2014-10,2014-10-17,0,shock
usb000tinl,1422375055700,3.1,ml,1.0,"4 km NE of Renfrow, Oklahoma",reviewed,36.9543,-97.6184,7.886,2015-01-27 16:10:55.700,"36.9543,-97.6184","[3505322786, 3505322783, 3505322764, 3505322722, 3505322454, 3505322799, 3505322209, 3505322926, 3505322949, 3505323050, 3505323061, 3505323084, 3505323085, 3505323095, 3505323155, 3505323245, 3505323209, 3505323364, 3505323220, 3505323417]",20,2015-01,2015-01-27,0,shock
usb000tpe1,1423943528000,3.1,ml,1.0,"4 km NE of Hunter, Oklahoma",reviewed,36.5975,-97.6293,5.419,2015-02-14 19:52:08.000,"36.5975,-97.6293","[3504724516, 3504724444, 3504724219, 3505322771, 3505300208, 3504724507, 3504724534, 3504724547, 3504724630, 3505322992, 3505323011, 3505323030, 3505322904, 3507124558, 3510324364, 3504724625, 3504724582, 3505323102, 3505323177, 3505323241, 3505322665, 3504724873, 3504724774, 3504724660, 3505323327, 3505323322, 3504724879]",27,2015-02,2015-02-14,0,shock
us20006fbm,1468742686900,3.1,ml,3.1,"4 km WNW of Lucien, Oklahoma",reviewed,36.2868,-97.5052,5.898,2016-07-17 08:04:46.900,"36.2868,-97.5052","[3504724485, 3504724404, 3504724338, 3504724219, 3508322776, 3510323658, 3510322731, 3504724507, 3504724590, 3508324008, 3508324009, 3510324315, 3504724611, 3504724620, 3504724621, 3504724622, 3504724652, 3504724668, 3504724582, 3504724579, 3508324166, 3510324542, 3504724848, 3504724818, 3504724761, 3504724729, 3508324300, 3510324615]",28,2016-07,2016-07-17,0,shock
us20006f6h,1468669678800,3.1,ml,1.0,"7 km ENE of Guthrie, Oklahoma",reviewed,35.9131,-97.3483,4.872,2016-07-16 11:47:58.800,"35.9131,-97.3483","[3508121324, 3508323652, 3508323634, 3508323589, 3508323704, 3508323586, 3508323492, 3508323468, 3508323458, 3508323451, 3508323772, 3508323943, 3508323957, 3508323426, 3511920381, 3511923858, 3511923717, 3511923700, 3511923904, 3508323993, 3508323421, 3508323995, 3508324030, 3508324032, 3508324095, 3508324069, 3511923986, 3511924011, 3511924012, 3508324290, 3508324270, 3508324172, 3508324160, 3511924220]",34,2016-07,2016-07-16,0,shock
us20003huh,1441910493800,3.1,ml,,"10 km NW of Perkins, Oklahoma",reviewed,36.0301,-97.1221,5.336,2015-09-10 18:41:33.800,"36.0301,-97.1221","[3508121324, 3508123655, 3508323704, 3508323586, 3508323492, 3508323451, 3508323426, 3511922920, 3511922725, 3511920381, 3511922941, 3511923866, 3511923858, 3511923881, 3511923781, 3511923740, 3511923717, 3511923700, 3511923684, 3511923642, 3511923007, 3511901017, 3511923974, 3511923925, 3511923912, 3511923896, 3511923904, 3508124103, 3508323993, 3510324277, 3511923976, 3511923986, 3511924009, 3511924011, 3511924012, 3511924020, 3511924035, 3510324455, 3510324497, 3511924319, 3511924274, 3511924265, 3511924260, 3511924220, 3511924210, 3511924184, 3511924158, 3511924150, 3511924149, 3511924095, 3511924093, 3511924056, 3511924029]",53,2015-09,2015-09-10,0,shock
us20003j0x,1442065628800,3.1,ml,3.4,"8 km NNW of Arcadia, Oklahoma",reviewed,35.7444,-97.3549,6.457000000000002,2015-09-12 13:47:08.800,"35.7444,-97.3549","[3508323652, 3508323634, 3508323592, 3508323589, 3508323524, 3508323468, 3508323458, 3508323545, 3508323772, 3510900109, 3510920163, 3510921577, 3510921994, 3510922171, 3510922351, 3508324032, 3508324112, 3508324160, 3510922126]",19,2015-09,2015-09-12,0,shock
us20003j8n,1442196384500,3.1,ml,2.7,"2 km WNW of Mulhall, Oklahoma",reviewed,36.0713,-97.4386,5.197,2015-09-14 02:06:24.500,"36.0713,-97.4386","[3504724485, 3508323957, 3508322776, 3510322731, 3511923904, 3508323978, 3508323988, 3508323993, 3508323996, 3508324008, 3508324009, 3508323968, 3508323421, 3510324314, 3510324315, 3504724668, 3508323999, 3508324030, 3508324049, 3508324062, 3508324166, 3508324122, 3508324095, 3508324069, 3511923968, 3511923986, 3511924011, 3511924012, 3510324542, 3508324300, 3508324290, 3508324270, 3508324185, 3508324172, 3511924319, 3511924220]",36,2015-09,2015-09-14,0,shock
usb000tihz,1422315983200,3.1,mb_lg,1.0,"13 km SSW of Dacoma, Oklahoma",reviewed,36.5572,-98.6461,13.733,2015-01-26 23:46:23.200,"36.5572,-98.6461","[3500321931, 3515123526, 3515121599, 3515122963, 3515122680, 3515123689, 3515123533, 3515123729, 3515123752, 3515123770, 3515124369, 3515124293]",12,2015-01,2015-01-26,0,parent
us20003mh0,1442640003000,3.1,ml,3.4,"2 km W of Cushing, Oklahoma",reviewed,35.9878,-96.7963,4.478,2015-09-19 05:20:03.000,"35.9878,-96.7963","[3503728644, 3503728759, 3503728748, 3503728150, 3503736202, 3503735796, 3503720806, 3503720971, 3503716484, 3503716453, 3503716435, 3503716141, 3503723638, 3503723616, 3503723596, 3503721143, 3503721033, 3503722414, 3503722031, 3503701293, 3511921412, 3511922920, 3511922725, 3511921090, 3511920916, 3511923866, 3511923856, 3511923843, 3511923793, 3511923779, 3511923384, 3503701808, 3511923940, 3511923946, 3511930407, 3511923926, 3511923925, 3511923911, 3511923898, 3508124103, 3508101441, 3503720634, 3503729102, 3503729101, 3508124132, 3508124127, 3511923997, 3511924020, 3503729215, 3503729213, 3503729186, 3503729174, 3508124148, 3511924308, 3511924301, 3511924269, 3511924265, 3511924256, 3511924210, 3511924193, 3511924183, 3511924095, 3511924071, 3511924056, 3511924029]",65,2015-09,2015-09-19,0,shock
us20004zz7,1455384352500,3.1,ml,2.7,"9 km NNW of Medford, Oklahoma",reviewed,36.8766,-97.789,2.55,2016-02-13 17:25:52.500,"36.8766,-97.789","[3505322795, 3505322791, 3505322786, 3505322783, 3505322764, 3505322763, 3505322796, 3505322722, 3505322799, 3505322844, 3505322835, 3505322820, 3505322926, 3505322928, 3505322933, 3505322949, 3505322959, 3505322992, 3505322996, 3505323050, 3505323061, 3505323062, 3505323068, 3505323082, 3505323084, 3505323085, 3505323095, 3505323115, 3505322892, 3505323253, 3505323252, 3505323245, 3505323209, 3505323364, 3505323220, 3505323417]",36,2016-02,2016-02-13,0,parent
us20003mb0,1442803711700,3.1,ml,3.3,"3 km W of Fairview, Oklahoma",reviewed,36.269,-98.5169,0.78,2015-09-21 02:48:31.700,"36.269,-98.5169",[3509321030],1,2015-09,2015-09-21,0,shock
us1000624e,1468030894100,3.1,ml,2.7,"17 km SE of Waynoka, Oklahoma",reviewed,36.4533,-98.7692,7.9129999999999985,2016-07-09 02:21:34.100,"36.4533,-98.7692","[3509323212, 3515123752]",2,2016-07,2016-07-09,0,shock
us20003n7f,1442981124700,3.1,ml,3.3,"7 km NNE of Lake Aluma, Oklahoma",reviewed,35.5944,-97.4025,5.5710000000000015,2015-09-23 04:05:24.700,"35.5944,-97.4025","[3510920077, 3510900109, 3510920163, 3510921994, 3510920193, 3510935453, 3510922259, 3510935998, 3510937682, 3510937654, 3510922351, 3510922387, 3510935841, 3510935632, 3510922126, 3510935546]",16,2015-09,2015-09-23,0,shock
us2000d38m,1518796386900,3.1,ml,3.4,"28 km ENE of Buffalo, Oklahoma",reviewed,36.9554,-99.3476,2.882,2018-02-16 15:53:06.900,"36.9554,-99.3476","[3515123493, 3515123654, 3515123544, 3515123786, 3505922622]",5,2018-02,2018-02-16,0,parent
us20002vq0,1436266392300,3.1,ml,4.0,"9 km NNW of Arcadia, Oklahoma",reviewed,35.7443,-97.3747,5.0,2015-07-07 10:53:12.300,"35.7443,-97.3747","[3508323652, 3508323634, 3508323592, 3508323589, 3508323524, 3508323458, 3508323545, 3508323772, 3510900109, 3510920163, 3510921577, 3510921994, 3510922171, 3510922351, 3510922387, 3508324032, 3508324112, 3508324160, 3510922126]",19,2015-07,2015-07-07,0,shock
usc000ti4f,1421904987600,3.1,mb_lg,3.4,"9 km ESE of Orlando, Oklahoma",reviewed,36.1299,-97.2733,5.09,2015-01-22 05:36:27.600,"36.1299,-97.2733","[3508323957, 3508322776, 3510322731, 3511923858, 3511923881, 3511923781, 3511923740, 3511923642, 3511901017, 3511923904, 3508323993, 3508323968, 3510324277, 3510324314, 3510324315, 3510324361, 3510324378, 3508324049, 3508324095, 3508324069, 3511923968, 3511923982, 3511923986, 3511924011, 3511924012, 3510324455, 3510324497, 3510324531, 3510324542, 3508324300, 3508324172, 3510324639, 3510324610, 3511924319, 3511924274, 3511924220, 3511924150, 3511924149]",38,2015-01,2015-01-22,0,shock
usc000ti3i,1421897002300,3.1,ml,2.2,"1 km ENE of Renfrow, Oklahoma",reviewed,36.9312,-97.6441,2.275,2015-01-22 03:23:22.300,"36.9312,-97.6441","[3505322786, 3505322783, 3505322764, 3505322763, 3505322722, 3505322454, 3505322799, 3505322820, 3505322209, 3505322926, 3505322933, 3505322949, 3505323050, 3505323061, 3505323068, 3505323082, 3505323084, 3505323085, 3505323095, 3505323115, 3505323155, 3505323245, 3505323209, 3505323364, 3505323220, 3505323417]",26,2015-01,2015-01-22,0,shock
us70003mbj,1558047223486,3.1,mwr,3.5,"2 km WSW of Cushing, Oklahoma",reviewed,35.98,-96.7982,5.0,2019-05-16 22:53:43.486,"35.98,-96.7982","[3503728644, 3503728759, 3503728748, 3503736202, 3503735796, 3503720806, 3503720971, 3503716484, 3503716453, 3503716435, 3503716141, 3503723638, 3503723616, 3503723596, 3503721143, 3503721033, 3503722414, 3503722031, 3511921412, 3511922920, 3511922725, 3511921090, 3511920916, 3511923866, 3511923856, 3511923843, 3511923793, 3511923779, 3503701808, 3511923940, 3511923946, 3511930407, 3511923926, 3511923925, 3511923911, 3511923898, 3508124103, 3508101441, 3503720634, 3503729102, 3503729101, 3508124132, 3508124127, 3511923997, 3511924020, 3503729215, 3503729186, 3503729174, 3508124148, 3511924308, 3511924301, 3511924269, 3511924265, 3511924256, 3511924210, 3511924193, 3511924183, 3511924095, 3511924071, 3511924056, 3511924029]",61,2019-05,2019-05-16,0,shock
us1000623s,1468026089700,3.1,ml,3.1,"16 km SE of Waynoka, Oklahoma",reviewed,36.4766,-98.7449,5.949,2016-07-09 01:01:29.700,"36.4766,-98.7449","[3509323212, 3515123752]",2,2016-07,2016-07-09,0,shock
us20003m9l,1442785196100,3.1,ml,2.2,"4 km S of Langston, Oklahoma",reviewed,35.901,-97.2545,5.0,2015-09-20 21:39:56.100,"35.900999999999996,-97.2545","[3508121324, 3508123785, 3508123432, 3508123433, 3508123680, 3508123655, 3508123631, 3508323652, 3508323634, 3508323589, 3508323704, 3508323586, 3508323524, 3508323492, 3508323468, 3508323458, 3508323451, 3508323545, 3508323772, 3508323426, 3511920381, 3511923858, 3511923881, 3511923781, 3511923740, 3511923717, 3511923700, 3511923684, 3511923642, 3511901017, 3511923912, 3511923904, 3508323993, 3508324032, 3511923976, 3511923986, 3511924012, 3508124145, 3508324290, 3508324172, 3511924260, 3511924220]",42,2015-09,2015-09-20,0,shock
us10005gnu,1463008046200,3.1,ml,2.0,"12 km NNW of Perry, Oklahoma",reviewed,36.396,-97.3243,5.0,2016-05-11 23:07:26.200,"36.396,-97.3243","[3510321123, 3510322096, 3510323976, 3510323835, 3510323658, 3510324300, 3510324178, 3510324269, 3510322712, 3510300893, 3510300897, 3510324317, 3510324361, 3510324365, 3510324375, 3510324429, 3510324448, 3504724611, 3504724620, 3504724622, 3504724582, 3510324488, 3510324542, 3510324539, 3504724848, 3510324630, 3510324615, 3510324594]",28,2016-05,2016-05-11,0,shock
us10001lvf,1426156826100,3.1,ml,,"13 km NNE of Nescatunga, Oklahoma",reviewed,36.8699,-98.1167,5.0,2015-03-12 10:40:26.100,"36.8699,-98.1167","[3505322791, 3505322796, 3505322816, 3505322815, 3505322836, 3505322824, 3505322073, 3500322144, 3500322132, 3500322131, 3500322117, 3500322108, 3500322133, 3500322026, 3500322023, 3500322020, 3500322012, 3500322002, 3500321995, 3500321994, 3500321983, 3500321976, 3500321916, 3505322928, 3505322940, 3505322987, 3505322923, 3505323049, 3500322186, 3500322183, 3500322177, 3500322165, 3500322158, 3500322193, 3500322212, 3500322228, 3500322229, 3500322418, 3500322386, 3500322355, 3500322318, 3500322316, 3500322286, 3500322157, 3500322504, 3500322426, 3500322409, 3500322370, 3500322524, 3500322540, 3500322551, 3500322737, 3500322560, 3500323033, 3500322908]",55,2015-03,2015-03-12,1,shock
us10005gct,1462901236800,3.1,ml,3.8,"4 km SSW of Pawnee, Oklahoma",reviewed,36.2996,-96.819,4.227,2016-05-10 17:27:16.800,"36.2996,-96.819","[3511704379, 3511720132, 3511701087, 3511923384, 3511722524, 3511723400, 3511723372, 3511722902, 3511722733, 3511722662, 3511722656, 3511722565, 3511722558, 3511723371, 3511723351, 3511923895, 3511723499, 3511723470, 3511723458, 3511723449, 3510324349, 3511923977, 3511923981, 3511924033, 3511924041, 3511924063, 3511723526, 3511723446, 3511723581, 3511723508, 3511723624]",31,2016-05,2016-05-10,0,shock
us2000255s,1428526055100,3.1,ml,3.1,"6 km S of Guthrie, Oklahoma",reviewed,35.8219,-97.424,4.722,2015-04-08 20:47:35.100,"35.8219,-97.42399999999999","[3508323589, 3508323772, 3508323943, 3510900109, 3510920163, 3510921994, 3508324011, 3508323421, 3508324026, 3508323995, 3508324030, 3508324032, 3508324112, 3508324290, 3508324160, 3510922126]",16,2015-04,2015-04-08,0,shock
us10001rfw,1427537526400,3.1,ml,2.0,"5 km NNE of Medford, Oklahoma",reviewed,36.8513,-97.6991,6.477,2015-03-28 10:12:06.400,"36.8513,-97.6991","[3505322795, 3505322786, 3505322783, 3505322764, 3505322763, 3505322722, 3505322454, 3505322687, 3505322799, 3505322844, 3505322820, 3505322209, 3505322926, 3505322933, 3505322949, 3505322959, 3505322992, 3505322996, 3505323050, 3505323061, 3505323062, 3505323068, 3505323082, 3505323084, 3505323085, 3505323095, 3505323115, 3505323155, 3505323253, 3505323252, 3505323245, 3505323209, 3505323364, 3505323220, 3505323417]",35,2015-03,2015-03-28,0,shock
us1000awq6,1508944668200,3.1,ml,2.2,"4 km W of Lucien, Oklahoma",reviewed,36.2824,-97.504,7.407999999999999,2017-10-25 15:17:48.200,"36.2824,-97.50399999999999","[3504724485, 3504724404, 3504724338, 3504724219, 3508322776, 3510322731, 3504724590, 3508324008, 3508324009, 3510324314, 3510324315, 3504724611, 3504724620, 3504724621, 3504724622, 3504724652, 3504724668, 3504724579, 3508324166, 3510324542, 3504724848, 3504724818, 3504724761, 3504724729, 3508324300, 3510324615]",26,2017-10,2017-10-25,0,shock
